Date,Target Name,Target Tags,Target Description,Revenue,Revenue Year,Sector,Buyers,Sellers,Valorisation,Operation Type,Transaction Amount
19 nov. 2024,GREMTEK,"France |, Île-de-France",Distributeur de gaines de protection pour les câbles et tuyaux,10.60,2023,Produits & Services industriels,"GROUPE BAELEN, DB NEXT (DBNEXT)","INTERCONNECT SOLUTIONS ...
                                                    
                            ,                                                            
                                
                                                                                                                    DIPLOMA",n.d.,M&A (Int'l),n.d.
19 nov. 2024,CHATEAU VIRANT,"France |, Région Sud - Provence-A",Vin et huile AOP en Aix-en-Provence,10,2023,N/A,"IDIA CAPITAL INVESTISSE..., SOFIPACA",ACTIONNAIRES FAMILIAUX,20-50 M€,MBI,n.d.
19 nov. 2024,SOCIUM,"France |, Île-de-France","Éditeur d'une suite complète de logiciels de gestion RH, offrant des services de recrutement, de gestion des talents et de conseil en RH pour aider les entreprises à optimiser leur gestion du personnel",,N/A,Logiciel et services informatiques,"BREEGA, PARTECH AFRICA, ORANGE VENTURES, OUTLIERZ VENTURES, SUPER CAPITAL, EVOLEM, TECHMIND, SONATEL, CHUI VENTURES, DAKAR NETWORK ANGEL (DNA)",n/a,0-20 M€,1er tour,N/A
19 nov. 2024,HAPPYDEMICS,"France |, Île-de-France",Éditeur d'une solution de mesure d’efficacité publicitaire,,N/A,Logiciel et services informatiques,"WILLE FINANCE AG, ADELIE",n/a,42 M€,4e tour,N/A
19 nov. 2024,SUD LOIRE PREVENTION,"France |, Pays de la Loire",Spécialisé dans les vérifications réglementaires et la gestion de la sécurité des installations et équipements.,1.50,2023,Services & Conseil aux entreprises,,FONDATEUR(S),n.d.,M&A Corporate,n.d.
19 nov. 2024,AGORIZE,"France |, Île-de-France",Édition d'outils de gestion des challenges d’innovation et de la génération d’idées.,,N/A,Logiciel et services informatiques,BLOOMFLOW (LATEAM AI),"MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    IRIS CAPITAL INVESTMENT
                                                    
                            ,                                                            
                                
                                                                                                                    SOFIOUEST
                                                    
                            ,                                                            
                                
                                                                                                                    CREADEV
                                                    
                            ,                                                            
                                
                                                                                                                    CAPNAMIC VENTURES",n.d.,Sortie M&A Corporate,n.d.
18 nov. 2024,ULTRA SUPPORT,"Royaume-Uni |, Etranger",Maintenance de matériel informatique et gestion de projets informatiques pour entreprises,5,2023,Electronique & Informatique,"EVERNEX, 3I",FONDATEUR(S),0-20 M€,Build-up international,0-20
18 nov. 2024,SINEQUA,"France |, Île-de-France",Éditeur d'un moteur de recherche d'entreprise augmenté par l'intelligence artificielle,40,2024,Logiciel et services informatiques,"CHAPSVISION, QUALIUM INVESTISSEMENT, TIKEHAU CAPITAL, BPIFRANCE INVESTISSEMENT, GENEO CAPITAL ENTREPRENEUR","MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    JOLT CAPITAL",50-150 M€,Build-up,50-150
18 nov. 2024,NOXANT,"France |, Île-de-France",Caméras infrarouges refroidies hautes performances.,12,2023,Electronique & Informatique,EXOSENS (EX PHOTONIS),n.d.,0-20 M€,M&A Corporate,n.d.
18 nov. 2024,ODAIJI,"France |, Île-de-France",Éditeur d'une solution pour la gestion des consultations disposant de la certification Ségur,,N/A,"Internet & ecommerce, eservices",MADEFORMED,FONDATEUR(S),0-5 M€,M&A Corporate,0-5
18 nov. 2024,SEIZA,"France |, Île-de-France",Plateforme d’automatisation du recrutement 100% dédiée aux métiers de terrain,,N/A,Logiciel et services informatiques,ADZUNA,"MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    SERENA CAPITAL
                                                    
                            ,                                                            
                                
                                                                                                                    MATRIX
                                                    
                            ,                                                            
                                                                        BUSINESS ANGEL(S)",n.d.,M&A (Int'l),n.d.
18 nov. 2024,SEPTEO,"France |, Occitanie",Édition de logiciels,420,2024,Logiciel et services informatiques,"TETHYS INVEST, GIC, HG CAPITAL (HG)","FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    HG CAPITAL (HG)",3 000 M€,LBO Ter,n.d.
18 nov. 2024,MAGO,"France |, Île-de-France",Transformation et stylisation de vidéos grâce à l’IA générative pour les industries créatives,,N/A,Logiciel et services informatiques,ATLANTIC LABS,n/a,0-20 M€,Amorçage (seed),N/A
18 nov. 2024,LAMIDEY NOURY MEDICAL,"France |, Île-de-France",fabricant français d’instruments électrochirurgicaux,13.60,2024,Produits Pharmaceutiques & matériel médical,HALMA,MANAGER(S),50-150 M€,M&A (Int'l),N/A
18 nov. 2024,QPLIX,"Allemagne |, Etranger",Éditeur d'un logiciel de gestion de patrimoine pour les family offices et les banques privées,,N/A,Logiciel et services informatiques,PARTECH,MANAGER(S),50-150 M€,2e tour,N/A
18 nov. 2024,PRUNA AI,"France |, Île-de-France",Éditeur d'un logiciel d'optimisation de l'IA par la simplification du code et la rationalisation des modèles,,N/A,Logiciel et services informatiques,"EQT, DAPHNI, MOTIER VENTURES, KIMA VENTURES",n/a,0-20 M€,Amorçage (seed),N/A
18 nov. 2024,CHAPSVISION,"France |, Île-de-France",Éditeur de logiciels de gestion des données pour entreprises et entités publiques,200,2023,Logiciel et services informatiques,"QUALIUM INVESTISSEMENT, TIKEHAU CAPITAL, BPIFRANCE INVESTISSEMENT, GENEO CAPITAL ENTREPRENEUR, JOLT CAPITAL",n/a,500-1000 M€,Augmentation de capital,N/A
15 nov. 2024,AUDIT CONSEILS,"France |, Grand Est",Cabinet de conseil en expertise-comptable,,N/A,Services & Conseil aux entreprises,"KEROGO FINANCE (DONT KE..., PERWYN",MANAGER(S),0-20 M€,Build-up,0-20
15 nov. 2024,ECOLE SUPERIEURE DE JOURNALISME D...,"France |, Île-de-France",École de journalisme,2,2023,Services & Biens de consommation,"FINANCIERE DE LA LANCE, KOODENVOI, COMPAGNIE DE L'ODET, CMA MEDIA, FINANCIÈRE AGACHE, BAYARD, SPES, WATCHERS & CO, TSV GESTION","MANAGER(S)
                    
                                                ,                                                            
                                                                        INVESTISSEURS INDIVIDUELS",0-5 M€,M&A Corporate,0-5
15 nov. 2024,AQEMIA,"France |, Île-de-France","Solution technologique de recherche de nouvelles molécules ""candidats-médicaments"" pour l'industrie pharmaceutique",,N/A,N/A,"CATHAY CAPITAL, WENDEL, EURAZEO GLOBAL INVESTOR, BPIFRANCE INVESTISSEMENT, ELAIA PARTNERS",n/a,n.d.,3e tour,N/A
