Date,Target Name,Target Tags,Target Description,Revenue,Revenue Year,Sector,Buyers,Sellers,Valorisation,Operation Type,Transaction Amount,FM et TNT),"connu sous le nom de port de Citranusa Kabil.
- PT Citra Pembina Pengangkutan Industries (CPPI) est un fournisseur de services logistiques complets dans les services suivants","d’alimentation en eau potable (AEP) et de réseaux fibrés
2LTP",financement avec annuaire des professionnels de la maison.- GUIDE-Piscine.fr,principalement auprès des organismes publics,c'est 16 marques,spécialisé dans la mobilité urbaine,Uniques - Activité occasion,"l'architecture ;
- The Good Life (créé en 2011)",développé sur quatre verticales,(PB WEALTH MANAGER),spécialisée dans les domaines de la santé,le streetwear)
12 déc. 2023,NASH RENEWABLES,Allemagne |,Optimisation des paramètres de conception et d’exploitation des projets renouvelables,nan,nan,Logiciel et services informatiques,TOTAL ENERGIES (TOTALEN...,MANAGER(S),n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
12 déc. 2023,REVERT SAS,France |,Distribution d’outillage,12,2023.0,nan,GROUPE BAELEN,MANAGER(S),0-20 M€,M&A Corporate,0-20,,,,,,,,,,,,,
12 déc. 2023,ANTABIO,France |,Biotech spécialisée le traitement contre des infections nosocomiales pulmonaires,nan,nan,nan,AMR ACTION FUND,nan,n.d.,2e tour,nan,,,,,,,,,,,,,
12 déc. 2023,PALKIT,France |,Production de carrosseries en kit pour véhicules industriels,13.50,2022.0,Produits & Services industriels,RESMA,LIBNER,n.d.,Build-up,n.d.,,,,,,,,,,,,,
12 déc. 2023,ORION SANTE,France |,Formation continue pour professionnels de santé,8,2023.0,Services & Conseil aux entreprises,NEXTSTAGE AM,SOCIÉTÉ FINANCIÈRE DU L...,15-20 M€,MBO Bis,5-10,,,,,,,,,,,,,
12 déc. 2023,TIME2PLUG,France |,Développement de charges pour les véhicules électriques,nan,nan,Electronique & Informatique,TOTAL ENERGIES (TOTALEN...,MANAGER(S),0-20 M€,Majoritaire,5-10,,,,,,,,,,,,,
12 déc. 2023,BASE ORGANIC FOOD,France |,Produits bio en vrac et produits d’épicerie conditionnés,17,2022.0,nan,GROUPE NATIMPACT,FONDATEUR(S),0-20 M€,Build-up,0-20,,,,,,,,,,,,,
12 déc. 2023,DECO RELIEF,France |,Fabrication de colorants alimentaires et moules pour la pâtisserie et la chocolaterie,6,2022.0,Services & Biens de consommation,CARAMBELLE (SCRAPCOOKING),FONDATEUR(S),0-5 M€,Build-up,0-5,,,,,,,,,,,,,
12 déc. 2023,BCV (BASECAMP VASCULAR),France |,Développement d'un dispositif médical (fil guide mécatronique) pour faciliter la navigation directe lors de procédures endovasculaires mini-invasives,nan,nan,Produits Pharmaceutiques & matériel médical,FOREPONT CAPITAL PARTNERS,nan,n.d.,1er tour,nan,,,,,,,,,,,,,
12 déc. 2023,NEOCARBON,Allemagne |,Créateur d'une technologie de capture des émissions carbonées des sites industriels,nan,nan,Environnement & CleanTechs,RAISE VENTURES,nan,0-20 M€,Amorçage (seed),nan,,,,,,,,,,,,,
12 déc. 2023,PREDICTIVE LAYER,Suisse |,Réalisation de projections sur les prix de l’énergie,nan,nan,Logiciel et services informatiques,TOTAL ENERGIES (TOTALEN...,MANAGER(S),n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
12 déc. 2023,ALYRA,France |,École de formation en ligne autour des métiers de la blockchain et de l'IA,nan,nan,Services & Biens de consommation,MBGO DEV,FONDATEUR(S),0-20 M€,Majoritaire,0-20,,,,,,,,,,,,,
12 déc. 2023,CRMS,France |,Développement de solutions de localisation des personnes et de prévention des chutes en milieu hospitalier,6,2023.0,Santé,FARGEOT PODOWELL (BON P...,MANAGER(S),0-20 M€,Build-up,0-20,,,,,,,,,,,,,
12 déc. 2023,LES PLANARDS,France |,Parc de loisirs et du domaine skiable,nan,nan,Tourisme,nan,123 IM,n.d.,Reprise Management,0-5,,,,,,,,,,,,,
12 déc. 2023,MAXIMIS RETRAITE CONSEIL,France |,Conseil et d'expertise en matière de droits à la retraite,nan,nan,nan,CMA CGM,FONDATEUR(S),n.d.,Minoritaire,n.d.,,,,,,,,,,,,,
12 déc. 2023,ELEC DOMOTIQUE MAINTENANCE INSTAL...,France |,Conception,9,2023.0,nan,TURENNE GROUPE,FONDATEUR(S),0-20 M€,MBO,0-20,,,,,,,,,,,,,
12 déc. 2023,TRIGO,France |,Contrôle qualité,nan,nan,Services & Conseil aux entreprises,ARDIAN BUYOUT,n.d.,n.d.,Refinancement,nan,,,,,,,,,,,,,
11 déc. 2023,MISTRAL AI,France |,Intelligence artificielle générative,nan,nan,Logiciel et services informatiques,ANDREESSEN HOROWITZ (A16Z),nan,2 000 M€,1er tour,nan,,,,,,,,,,,,,
11 déc. 2023,CERTIFER,France |,Missions de conseil et d’inspection quant à la sûreté des installations et équipements ferroviaires,50,2023.0,nan,APAVE,ASSOCIATION CERTIFER,50-150 M€,Build-up,n.d.,,,,,,,,,,,,,
11 déc. 2023,LONGCHAMP ASSET MANAGEMENT (VOIR ...,France |,Société de gestion née de la fusion entre Sanso Investment Solutions et Longchamp Asset Management,20,2023.0,nan,SANSO LONGCHAMP ASSET M...,MANAGER(S),50-150 M€,Fusion,n.d.,,,,,,,,,,,,,
11 déc. 2023,CIAO TECHNOLOGIES INC,Canada |,ESN spécialisée dans le secteur public,7.30,2022.0,Logiciel et services informatiques,IT LINK,FONDATEUR(S),n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
11 déc. 2023,GROUPE BEMING,France |,Ingénierie technique Tous Corps d’État (TCE) et Environnement,11,2023.0,Immobilier & construction,BNP PARIBAS DEVELOPPEMENT,UI INVESTISSEMENT,n.d.,LBO Bis,n.d.,,,,,,,,,,,,,
11 déc. 2023,CARTHERA,France |,Dispositifs médicaux à base d'ultrasons pour traitement des maladies du cerveau,nan,nan,Produits Pharmaceutiques & matériel médical,UNORTHODOX VENTURES,nan,44 M€,2e tour,nan,,,,,,,,,,,,,
11 déc. 2023,ACTIVITÉS B2C DE LE POT COMMUN,France |,Cagnotte en ligne,nan,nan,Internet & ecommerce,UNTY (EX LE POT COMMUN),SWILE,0-5 M€,M&A Corporate,0-5,,,,,,,,,,,,,
11 déc. 2023,EUROPEAN DIGITAL GROUP (EDG),France |,Regroupement d'experts pour accompagner les entreprises dans la stratégie digitale,270,2023.0,Services & Conseil aux entreprises,LATOUR CAPITAL,MANAGER(S),500-1000 M€,LBO Bis,n.d.,,,,,,,,,,,,,
11 déc. 2023,PHOSPHO,France |,Plateforme de surveillance sémantique pour les applications génératives de langage,nan,nan,Logiciel et services informatiques,ELAIA PARTNERS,nan,0-5 M€,Amorçage (seed),nan,,,,,,,,,,,,,
11 déc. 2023,EOS INFORMATIQUE,France |,ESN proposant des solutions d’hébergement,2.90,2022.0,Logiciel et services informatiques,VINCI ENERGIES,FONDATEUR(S),0-20 M€,M&A Corporate,0-20,,,,,,,,,,,,,
11 déc. 2023,SKYNOPY,France |,Entreprise du newspace mettant à disposition des infrastructures de communication au sol,nan,nan,Electronique & Informatique,HEARTCORE CAPITAL (EX S...,nan,5-10 M€,Amorçage (seed),nan,,,,,,,,,,,,,
11 déc. 2023,SCALEX INVEST (BY EARLY METRICS),France |,Solution alimentée par l'IA afin de fournir une vue d'ensemble du potentiel de croissance des entreprises tech,nan,nan,Services & Conseil aux entreprises,AETHER FINANCIAL SERVICES,n.d.,n.d.,Minoritaire,n.d.,,,,,,,,,,,,,
09 déc. 2023,LA ROSEE COSMETIQUES,France |,Marque de cosmétiques,nan,nan,Santé,FG BROS,n.d.,250-500 M€,LBO Bis,250-500,,,,,,,,,,,,,
08 déc. 2023,PARTHENA CONSULTANT,France |,Solutions de gestion au service des fonctions finance et ressources humaines,34,2023.0,Logiciel et services informatiques,nan,n.d.,n.d.,Financement,n.d.,,,,,,,,,,,,,
08 déc. 2023,DOCTIBIKE (DOCTINNOVATION),France |,Réparation,2,2023.0,nan,DEMETER (VOIR DEMA INVEST),nan,0-20 M€,Augmentation de capital,nan,,,,,,,,,,,,,
08 déc. 2023,FINANCIÈRE ARBEVEL (VOIR MONTPENS...,France |,Gestion d’actifs financiers,23,2023.0,nan,WEINBERG CAPITAL PARTNERS,MANAGER(S),50-150 M€,LBO Primaire,n.d.,,,,,,,,,,,,,
08 déc. 2023,IZITEK,France |,Services et distribution de produits et services informatiques (informatique,20,2022.0,Services & Conseil aux entreprises,AXIO CAPITAL,FONDATEUR(S),0-20 M€,OBO,0-5,,,,,,,,,,,,,
08 déc. 2023,EAGLE FOOTBALL GROUP (EX OL GROUP),France |,Club de football,nan,nan,Tourisme,GROUPAMA BANQUE PRIVEE,n.d.,n.d.,Refinancement,nan,,,,,,,,,,,,,
08 déc. 2023,ENTREPRENEUR INVEST,France |,Fonds d'entrepreneurs,28,2022.0,nan,NAXICAP PARTNERS,MANAGER(S),50-150 M€,LBO Primaire,n.d.,,,,,,,,,,,,,
08 déc. 2023,CINQ ENTITÉS DE CRÉDIT-BAIL DE DE...,France |,Cinq entités de crédit-bail non réglementées de Dexia : DCL Evolution,nan,nan,nan,BAWAG,DEXIA,n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
08 déc. 2023,AQUA LUNG,France |,Matériel de plongée sous-marine,nan,nan,Services & Biens de consommation,BARINGS (BARINGS AM),MONTAGU,n.d.,LBO Bis,n.d.,,,,,,,,,,,,,
07 déc. 2023,ATRIX,France |,Services de conseil en ingénierie dans les secteurs nucléaire mais aussi agroalimentaire,20,2022.0,Produits & Services industriels,EGIS,FONDATEUR(S),20-50 M€,Build-up,20-50,,,,,,,,,,,,,
07 déc. 2023,SOCIÉTÉ GÉNÉRALE BURKINA FASO,Burkina Faso |,Banque,nan,nan,nan,VISTA BANK (EX FIRST IN...,GROUPE SOCIETE GENERALE,n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
07 déc. 2023,MEDEXPRIM,France |,Plateforme de collecte et redistribution de données médicales spécialisée dans l'imagerie,nan,nan,Santé,BC PLATFORMS,MANAGER(S),0-20 M€,M&A (Int'l),0-20,,,,,,,,,,,,,
07 déc. 2023,GROUPE SEB,France |,Fabrication et distribution d’articles culinaires et de petit électroménager,8 000,2022.0,Services & Biens de consommation,nan,n.d.,n.d.,Financement,nan,,,,,,,,,,,,,
07 déc. 2023,INGRAALYS,France |,Développement de stratégies de reprogrammation cellulaire pour un rajeunissement cutané,nan,nan,nan,SATT AXLR (SATT OCCITAN...,nan,0-20 M€,Amorçage (seed),nan,,,,,,,,,,,,,
07 déc. 2023,KAPPTIVATE,France |,Développement et la commercialisation d'une solution technologique d’amélioration et de surveillance des applications et interfaces IT.,nan,nan,Logiciel et services informatiques,ELEVATION CAPITAL PARTNERS,nan,n.d.,Augmentation de capital,nan,,,,,,,,,,,,,
07 déc. 2023,NOWAK,France |,Fonderie de précision pour industrie (pièces de sécurité,30,2023.0,Produits Pharmaceutiques & matériel médical,GROUPE MARLE,SIPAREX,20-50 M€,Build-up,n.d.,,,,,,,,,,,,,
07 déc. 2023,YSEOP,France |,Génération automatique de texte avec intelligence artificielle,nan,nan,Logiciel et services informatiques,NOVARTIS,nan,n.d.,4e tour,n.d.,,,,,,,,,,,,,
07 déc. 2023,MASCARET (EX DENTSU CONSULTING),France |,Cabinet de conseil en stratégie d’entreprise et communication,3,2022.0,Média,ENTREPRENEUR INVEST,nan,5-10 M€,Augmentation de capital,0-5,,,,,,,,,,,,,
07 déc. 2023,BIOGRAFY GROUP,France |,Propriétaire et gestionnaire d’hôtels haut de gamme,26,2022.0,Tourisme,FOR TALENTS TRANSMISSION,nan,n.d.,Augmentation de capital,n.d.,,,,,,,,,,,,,
07 déc. 2023,FIABILA,France |,Fabrication de vernis à ongles,137,2023.0,Santé,APHEON (EX ERGON CAPITAL),CREDIT MUTUEL EQUITY,n.d.,MBI,n.d.,,,,,,,,,,,,,
07 déc. 2023,I-VIRTUAL (CADUCY),France |,Outil de mesure des signes vitaux par vidéo,0.30,2023.0,Logiciel et services informatiques,MALAKOFF HUMANIS,nan,12 M€,2e tour,nan,,,,,,,,,,,,,
07 déc. 2023,FAHRNER,France |,Solutions plastiques techniques à haute valeur ajoutée destinées à une clientèle industrielle,30,2022.0,Produits & Services industriels,GEI,ACTIONNAIRES FAMILIAUX,20-50 M€,Augmentation de capital,0-20,,,,,,,,,,,,,
07 déc. 2023,ATELIER LUM,France |,Agence créative spécialisée dans la production événementielle de luxe,nan,nan,Média,THE INDEPENDENTS,n.d.,n.d.,Build-up,n.d.,,,,,,,,,,,,,
07 déc. 2023,COLONIES,France |,Plateforme et services de coliving,nan,nan,Services & Biens de consommation,EURAZEO,nan,n.d.,3e tour,nan,,,,,,,,,,,,,
07 déc. 2023,PARIS SAINT GERMAIN (PSG),France |,Club de football,670,2022.0,Tourisme,ARCTOS PARTNERS,nan,4 225 M€,Augmentation de capital,nan,,,,,,,,,,,,,
07 déc. 2023,ACTIFS OPHTALMOLOGIQUES SEPOFARSE...,Pays-Bas |,Actifs ophtalmologiques Sepofarsen et Ultevursen,nan,nan,Santé,LABORATOIRES THEA,PROQR THERAPEUTICS,n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
07 déc. 2023,TRI'N'COLLECT,France |,Gestion responsable des déchets de chantiers,3.60,2022.0,Environnement & CleanTechs,BANQUE DES TERRITOIRES,nan,0-20 M€,3e tour,nan,,,,,,,,,,,,,
07 déc. 2023,GROUPE LEXOM,France |,Organisme de formations professionnelles,15,2023.0,Services & Conseil aux entreprises,IXO PRIVATE EQUITY,MANAGER(S),16 M€,LBO Primaire,nan,,,,,,,,,,,,,
07 déc. 2023,FR-ENTERPRISE (PETIT AMI),France |,Agence de production créative œuvrant dans les domaines des arts et de la mode.,6.70,2022.0,Média,WMH PROJECT (EX FC2),n.d.,0-5 M€,M&A Corporate,0-5,,,,,,,,,,,,,
07 déc. 2023,ALAIN RENAULT COMMUNICATION (ARC),France |,Organisme de formation proposant aux entreprises des approches créatives en matière de dispositifs,nan,nan,Services & Conseil aux entreprises,TAKOMA,n.d.,0-20 M€,Build-up,0-20,,,,,,,,,,,,,
07 déc. 2023,SOMEFORM,France |,Organisme de formations professionnelles jusqu’à Bac + 5,nan,nan,Services & Conseil aux entreprises,GROUPE LEXOM,MANAGER(S),0-20 M€,Build-up,0-20,,,,,,,,,,,,,
06 déc. 2023,GROUPE HOSPITALIER MUTUALISTE LES...,France |,Offre de soins en Médecine (Chirurgie,nan,nan,Santé,CD-RUN,n.d.,n.d.,Retournement,n.d.,,,,,,,,,,,,,
06 déc. 2023,SEGEPO GROUP,France |,Décolletage,nan,nan,Produits & Services industriels,ARKEA CAPITAL,DENTRESSANGLE CAPITAL,20-50 M€,MBO Bis,0-20,,,,,,,,,,,,,
06 déc. 2023,AXXON COMPOSITES,Roumanie |,Fabrication d’espars en composite pour les voiliers de plaisance et de course,10,2022.0,Automobile,WICHARD (DECK DEVELOPPE...,MANAGER(S),0-20 M€,Build-up international,0-20,,,,,,,,,,,,,
06 déc. 2023,ROAM.AI,Pays-Bas |,Solution de suivi de localisation et d'intelligence,nan,nan,Logiciel et services informatiques,ECHO ANALYTICS,FONDATEUR(S),n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
06 déc. 2023,CAPITALIS INTELLIGENCE,France |,Courtier spécialisé en fusions-acquisitions,nan,nan,nan,nan,n.d.,3 M€,Minoritaire,n.d.,,,,,,,,,,,,,
06 déc. 2023,MOMA GROUP,France |,Restauration festive et premium et évènementiel,130,2023.0,Tourisme,BUTLER INDUSTRIES,ACTIONNAIRES,50-150 M€,Minoritaire,nan,,,,,,,,,,,,,
06 déc. 2023,KOA,Suisse |,Valorisation du cacao et de sa pulpe,nan,nan,nan,MIROVA,nan,n.d.,Augmentation de capital,nan,,,,,,,,,,,,,
06 déc. 2023,AUTO PIECES CARÉCO REIMS,France |,Recyclage automobile,nan,nan,Automobile,AUTOCIRC,n.d.,n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
05 déc. 2023,ELIGO BIOSCIENCE,France |,Développement de la thérapie génique technologie CRISPR,nan,nan,nan,SANOFI VENTURES,nan,n.d.,2e tour,nan,,,,,,,,,,,,,
05 déc. 2023,SPORTYTOTE (HONORE GAMING),France |,Éditeur de solutions Saas destinées aux opérateurs de jeux régulés et aux États voulant digitaliser leur économie,29,2023.0,Logiciel et services informatiques,AGILACAPITAL (EX AGILAG...,ACTIONNAIRES,50-150 M€,Augmentation de capital,nan,,,,,,,,,,,,,
05 déc. 2023,DLCM FINANCES,France |,Cabinet de conseil en gestion de patrimoine,1,2022.0,nan,CYRUS CONSEIL (VOIR CYR...,FONDATEUR(S),n.d.,Build-up,n.d.,,,,,,,,,,,,,
05 déc. 2023,DISTRIMED,France |,Distribution de matériel médical pour les professionnels de santé,13.30,2022.0,Produits Pharmaceutiques & matériel médical,GROUPE LAF SANTE (HYGIE31),ACTIONNAIRES FAMILIAUX,0-20 M€,Build-up,0-20,,,,,,,,,,,,,
05 déc. 2023,AUUM,France |,Concepteur d'une machine de nettoyage de verres en entreprises,nan,nan,Environnement & CleanTechs,SEB ALLIANCE,nan,n.d.,2e tour,n.d.,,,,,,,,,,,,,
05 déc. 2023,POTTERS CROUCH CANDLES,Royaume-Uni |,Fabricant de bougies parfumées,5,2023.0,Santé,SGP (SOCIETE GRASSOISE ...,MANAGER(S),0-20 M€,M&A (Int'l),0-20,,,,,,,,,,,,,
05 déc. 2023,KARAVEL PROMOVACANCES,France |,Tour-opérateur : marques d'agences de voyages Promovacances,1 000,2022.0,Tourisme,ADNEC GROUP (ABU DHABI ...,EQUISTONE PARTNERS,n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
05 déc. 2023,DEMGY GROUP (EX-DEDIENNE MULTIPLA...,France |,Sous-traitant de solutions en plastique et composites pour l’industrie aéronautique et automobile,75,2022.0,Produits & Services industriels,BPIFRANCE INVESTISSEMENT,BPIFRANCE INVESTISSEMENT,50-150 M€,MBO IV,20-50,,,,,,,,,,,,,
05 déc. 2023,SEIBO,France |,Vente et maintenance de moteurs électriques et de variateurs de fréquence,20,2023.0,Produits & Services industriels,BPIFRANCE INVESTISSEMENT,SEVENTURE PARTNERS,5-10 M€,MBO Bis,0-5,,,,,,,,,,,,,
05 déc. 2023,EGIS,France |,Groupe international de conseil,1 480,2022.0,Immobilier & construction,nan,n.d.,>1000 M€,Refinancement,nan,,,,,,,,,,,,,
05 déc. 2023,DRONE GEOFENCING,France |,Logiciel de gestion de flotte de drones,nan,nan,Logiciel et services informatiques,BUSINESS ANGELS DES GRA...,nan,0-20 M€,Amorçage (seed),nan,,,,,,,,,,,,,
05 déc. 2023,ARKEON ENERGY SYSTEMS,France |,Installation de pompes à chaleur haute température pour bâtiments collectifs résidentiels et tertiaires,nan,nan,Environnement & CleanTechs,TEAM FOR THE PLANET (EX...,nan,7.70 M€,Amorçage (seed),nan,,,,,,,,,,,,,
05 déc. 2023,COOKUT,France |,Marque de produits éco-responsables pour la cuisine,16,2023.0,Services & Biens de consommation,ENTREPRENEUR INVEST,FONDATEUR(S),0-20 M€,MBI,0-20,,,,,,,,,,,,,
05 déc. 2023,CENTRE IMAGERIE MEDICALE CARDINET,France |,Radiologie,30,2022.0,Santé,ANDERA ACTO (EX ACTOMEZZ ),MANAGER(S),50-150 M€,Sponsorless,nan,,,,,,,,,,,,,
05 déc. 2023,XRAY PHOCEA,France |,Groupe de services d’imagerie,16,2023.0,Santé,ESSLING CAPITAL,MANAGER(S),20-50 M€,OBO,n.d.,,,,,,,,,,,,,
05 déc. 2023,GTA (GESTION TRANSPORT AFFRÈTEMENT),France |,Commissionnaire de transports : acheminement de marchandises (notamment produits agroalimentaires),14.50,2022.0,nan,LE ROY LOGISTIQUE,MANAGER(S),0-20 M€,Build-up,n.d.,,,,,,,,,,,,,
05 déc. 2023,CHRONOS DENTAL,France |,Groupement de laboratoires de prothèses dentaires de proximité,nan,nan,Santé,APERA ASSET MANAGEMENT,n.d.,n.d.,Financement,n.d.,,,,,,,,,,,,,
05 déc. 2023,SCIENTA LAB,France |,Recherche en immunologie,nan,nan,nan,CENTRALESUPELEC,nan,0-5 M€,Amorçage (seed),nan,,,,,,,,,,,,,
05 déc. 2023,QSC (EXTRABAT),France |,Logiciels B2B dédiés à la construction pour les professionnels du bâtiment,4.50,2023.0,Logiciel et services informatiques,CRAFTVIEW SOFTWARE,FONDATEUR(S),0-20 M€,M&A (Int'l),0-20,,,,,,,,,,,,,
05 déc. 2023,SIX LABORATOIRES DE PROTHÈSES DEN...,France |,Laboratoires de prothèses dentaires,nan,nan,Santé,CHRONOS DENTAL,n.d.,n.d.,M&A Corporate,n.d.,,,,,,,,,,,,,
04 déc. 2023,TECHNIC AVIATION,France |,Maintenance et réparation d'hélices et régulateurs,9,2023.0,Automobile,DOMUSA GROUP (EX SATORI),MANAGER(S),5-10 M€,Build-up,5-10,,,,,,,,,,,,,
04 déc. 2023,ACI GROUPE,France |,Le groupe couvre tous les métiers de la métallurgie et services associés (traitement thermique,93,2022.0,Produits & Services industriels,nan,n.d.,n.d.,Emission obligataire,nan,,,,,,,,,,,,,
04 déc. 2023,ROULEAUX PACK,France |,Rouleaux de manutention pour convoyeur de charges,32,2023.0,Produits & Services industriels,ALTIS CAPITAL,UI INVESTISSEMENT,0-20 M€,MBO Bis,n.d.,,,,,,,,,,,,,
04 déc. 2023,DEGRE CELSIUS (DEGRE CELSIUS,France |,Conception,21,2022.0,Immobilier & construction,MYRIUM (EX GROUPE ROUGNON),FONDATEUR(S),n.d.,Build-up,n.d.,,,,,,,,,,,,,
04 déc. 2023,FLUX SOFTWARE ENGINEERING (FLUX::),France |,Outils logiciels audio,1,2022.0,Logiciel et services informatiques,HARMAN PROFESSIONAL SOL...,FONDATEUR(S),n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
04 déc. 2023,GROUPE ATELIERS DE FRANCE (EX MÉR...,France |,Restauration du patrimoine et artisanat décoratif haut de gamme,550,2023.0,Immobilier & construction,SALARIES,IDI,250-500 M€,LBO Ter,n.d.,,,,,,,,,,,,,
04 déc. 2023,NANOBIOTIX,France |,Développement de nanoparticules (oncologie),nan,nan,nan,JOHNSON & JOHNSON INNOV...,nan,235 M€,Augmentation de capital,nan,,,,,,,,,,,,,
04 déc. 2023,KEREIS,France |,Courtage en assurance de personnes et en solutions de financement,nan,nan,nan,JP MORGAN,n.d.,n.d.,Refinancement,nan,,,,,,,,,,,,,
04 déc. 2023,JOBEXIT,France |,Legaltech qui automatise le calcul des indemnités de rupture de contrat de travail,nan,nan,Logiciel et services informatiques,FORSETI (DOCTRINE),n.d.,0-20 M€,Build-up,0-20,,,,,,,,,,,,,
04 déc. 2023,HERO (CORUSCANT),France |,Plateforme de paiement et de financement en ligne et en magasin pour les clients professionnels,nan,nan,nan,VALAR VENTURES,nan,40 M€,2e tour,nan,,,,,,,,,,,,,
04 déc. 2023,IMPACTIVA GROUP,Chine |,Assurance qualité pour l'industrie de l'habillement et des chaussures,8,2022.0,Services & Conseil aux entreprises,BUREAU VERITAS,n.d.,n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
04 déc. 2023,GROOVER,France |,Plateforme de mise en relation entre artistes,nan,nan,Internet & ecommerce,ONERAGTIME,nan,n.d.,2e tour,nan,,,,,,,,,,,,,
01 déc. 2023,DOTTXT,France |,Amélioration des modèles de langage (LLM),nan,nan,Logiciel et services informatiques,nan,nan,0-20 M€,Amorçage (seed),nan,,,,,,,,,,,,,
01 déc. 2023,CLEVY,France |,Éditeur BtoB d'assistants conversationnels,nan,nan,Logiciel et services informatiques,IDETA,FONDATEUR(S),n.d.,M&A Corporate,n.d.,,,,,,,,,,,,,
01 déc. 2023,TECHNOMARK,France |,Fabrication de machines de marquage industriel,9,2023.0,Produits & Services industriels,SIC MARKING,FONDATEUR(S),0-20 M€,M&A Corporate,n.d.,,,,,,,,,,,,,
01 déc. 2023,PANOPLI (BALIBART),France |,Agence d'envoi de cadeaux d'entreprises et édition d'un logiciel de gestion des récompenses salariés,4,2023.0,Logiciel et services informatiques,THE MOON VENTURE,nan,0-20 M€,2e tour,nan,,,,,,,,,,,,,
01 déc. 2023,GREENERWAVE,France |,Deeptech qui développe une antenne de contrôle des ondes électromagnétiques 5G et radar,5.50,2023.0,Electronique & Informatique,BPIFRANCE INVESTISSEMENT,nan,20-50 M€,1er tour,nan,,,,,,,,,,,,,
01 déc. 2023,LA BOUTIQUE DU COIFFEUR,France |,Ventes d'équipements de coiffure et d'esthétique pour particuliers et professionnels,nan,nan,nan,TROCADERO CAPITAL PARTNERS,ACTIONNAIRES FAMILIAUX,50-150 M€,MBO,n.d.,,,,,,,,,,,,,
01 déc. 2023,VERDEVELENO,Espagne |,Tannerie spécialisée dans le traitement et la finition des peaux exotiques,nan,nan,Textile,LVMH,MANAGER(S),n.d.,M&A (Int'l),n.d.,,,,,,,,,,,,,
01 déc. 2023,SUPERSONIC IMAGINE,France |,Imagerie médicale ultrasonore,22,2020.0,Produits Pharmaceutiques & matériel médical,nan,HOLOGIC,n.d.,M&A Corporate,n.d.,,,,,,,,,,,,,
01 déc. 2023,ATA ELECTRONICS,France |,Conception,10,2023.0,Logiciel et services informatiques,JADEL,MANAGER(S),0-20 M€,OBO,0-20,,,,,,,,,,,,,
